Date,USD,EUR,JPY,GBP,AUD,CAD,NZD,SEK,NOK,VIX,USDi,NZDi,GBPi,NOKi,JPYi,CADi,AUDi,CHFi,SEKi,EURi
2010-10-31,0.985,1.368559,0.0122390656063618,1.57797,0.965103,0.9669186217728478,0.7510625,0.1469096766495645,0.1675597516373224,21.2,0.27,3.18,0.7384,2.56,0.34,1.157,4.81,0.225273,0.81,0.9977
2010-11-30,0.9985,1.3016446000000002,0.0119494973671613,1.5554633000000002,0.95925895,0.9726280927332944,0.74338325,0.1423885918003565,0.1613841702897965,23.54,0.27,3.17,0.73901,2.51,0.34,1.167143,5.02,0.234328,1.11,1.042
2010-12-31,0.9369,1.24317261,0.011471776662177,1.44207648,0.94833018,0.936057548206614,0.72019503,0.1386541563688564,0.1590554121961157,17.75,0.3,3.17,0.74962,2.59,0.34,1.179524,5.03,0.1625,1.28,1.0217
2011-01-31,0.9402,1.2894843,0.0114700500182993,1.5082688400000002,0.93794352,0.9383233532934132,0.7272447,0.146179918529805,0.1627798265205422,19.53,0.29,3.19,0.76866,2.59,0.34,1.18,4.96,0.170246,1.49,1.0172
2011-02-28,0.9305,1.28343865,0.0113558701488894,1.51178335,0.9466907,0.955633151894834,0.6999221,0.1466693988209703,0.1657522533756101,18.35,0.28,3.13,0.79962,2.61,0.34,1.188421,4.92,0.141416,1.74,1.0867
2011-03-31,0.9157,1.29873731,0.0110645239246012,1.46951536,0.94848206,0.942369043943604,0.69950323,0.1450407070675072,0.165485958000506,17.74,0.28,2.69,0.80913,2.62,0.33615,1.183913,4.92,0.142727,1.74,1.1755
2011-04-30,0.8666,1.28438786,0.0106579756487516,1.44644206,0.94780042,0.9135568205776936,0.69917288,0.1438149291380397,0.1653879919080881,14.75,0.23,2.65,0.82096,2.69,0.33286,1.184,4.9,0.144804,1.8,1.3212
2011-05-31,0.8525,1.225554,0.0104871447902571,1.40142475,0.908765,0.8799545829892651,0.7016927500000001,0.1379918742614804,0.1583924789119691,15.45,0.21,2.66,0.82344,2.72,0.33214,1.187143,5.0,0.099,1.91,1.4251
2011-06-30,0.8413,1.22181999,0.0104327876984126,1.35171671,0.90288316,0.8725368180875338,0.6969329200000001,0.1334824757643549,0.1565238423040428,16.52,0.22,2.65,0.82512,2.85,0.33214,1.169545,4.99,0.126818,1.85,1.4886
2011-07-31,0.7881,1.13391828,0.0102111946100025,1.29681855,0.86698881,0.8261872313659713,0.6916365600000001,0.1253738466433344,0.1466232558139535,25.25,0.24,2.71,0.8289,2.94,0.33214,1.17,4.96,0.074,1.8,1.5976
2011-08-31,0.8038,1.15795428,0.0105071895424836,1.30770222,0.86022676,0.8216293570479403,0.68732938,0.1271372759913322,0.1502710787063002,31.62,0.29,2.9,0.85782,3.1,0.32857,1.151818,4.86,-1.0,1.71,1.5521
2011-09-30,0.9048,1.21686552,0.0117445482866043,1.4136595200000002,0.88163712,0.8709211666185389,0.694434,0.1326880774307083,0.155016447368421,42.96,0.33,2.88,0.9181,3.08,0.32929,1.15,4.81,0.044047,1.58,1.5365
2011-10-31,0.8706,1.21422582,0.0111658330126971,1.40523546,0.9237066,0.8765606121627064,0.7069272000000001,0.134694824785333,0.1579147847853295,29.96,0.37,2.76,0.96991,3.08,0.32929,1.1515,4.73,-0.157907,1.45,1.5759
2011-11-30,0.9106,1.22503018,0.0117375612271203,1.4300973,0.93281864,0.8928326306500637,0.70744514,0.1347938716601288,0.1579723470325972,27.8,0.41,2.69,1.01182,3.16,0.32929,1.159524,4.62,0.055836,1.45,1.4847
2011-12-31,0.9374,1.21608902,0.0121771888802286,1.45643838,0.96092874,0.9219118804091267,0.7316407,0.1363748781587791,0.1570657819778157,23.4,0.49,2.69,1.06148,3.02,0.32929,1.156,4.51,0.08,1.37,1.4261
2012-01-31,0.922,1.2034866,0.0120775478124181,1.4525188,0.9771356,0.9174129353233832,0.7602812,0.1352679684863778,0.1569896134854418,19.44,0.4,2.74,1.08709,2.7,0.33077,1.158571,4.41,0.1,1.56,1.2222
2012-02-29,0.9023,1.20538257,0.0111257706535141,1.43925873,0.97240871,0.914555037502534,0.75766131,0.1370381057971234,0.1618852826668102,18.43,0.3,2.75,1.07249,2.67,0.33167,1.16,4.37,-0.01,1.59,1.0483
2012-03-31,0.9026,1.20352684,0.0109525543016624,1.4428061,0.93572542,0.9035035035035036,0.7401319999999999,0.1363629496457222,0.1583480991561551,15.5,0.29,2.74,1.03757,2.43,0.33167,1.152273,4.44,0.053333,1.49,0.8585
2012-04-30,0.9081,1.20132549,0.0113782733993233,1.47339225,0.9453321,0.9185717175804168,0.74228094,0.1349852840621934,0.1585480829666876,17.15,0.29,2.74,1.01792,2.32,0.33167,1.147,4.2,-0.05,1.44,0.7443
2012-05-31,0.9713,1.20091532,0.0124064376037808,1.49628765,0.94322943,0.938544786935936,0.7310975100000001,0.1336866010598031,0.1589767091673895,24.06,0.29,2.59,1.005,2.32,0.33167,1.179545,3.66,-0.039062,1.38,0.6849
2012-06-30,0.9485,1.2015597999999998,0.0118844756296203,1.4878171,0.9708846,0.9308145240431795,0.7613609499999999,0.1372191600480303,0.1593019935842528,17.08,0.32,2.61,0.94978,2.34,0.33455,1.160952,3.49,0.035455,1.24,0.6589
2012-07-31,0.9753,1.20108195,0.0124878361075544,1.52985558,1.02621066,0.9739364889155182,0.7914559499999999,0.1437011934580816,0.1620395753376862,18.93,0.3,2.67,0.81735,2.24,0.32727,1.16,3.55,-0.19,1.1,0.497
2012-08-31,0.9546,1.20069588,0.012191570881226,1.51437744,0.98648364,0.9679578178868384,0.76721202,0.1442516924564796,0.1646145887221934,17.47,0.26,2.64,0.70481,2.13,0.32727,1.16,3.62,-0.1875,1.15,0.3324
2012-09-30,0.94,1.208464,0.0120636550308008,1.516408,0.976472,0.9555758869574056,0.779542,0.1431857301710612,0.1640717726733226,15.73,0.24,2.64,0.64803,1.96,0.32727,1.16,3.49,-0.10667,1.04,0.2463
2012-10-31,0.9311,1.20651938,0.0116474856142106,1.50009521,0.9655507,0.9316589953972384,0.7653641999999999,0.1403358051486103,0.1631362242663162,18.6,0.23,2.65,0.54397,1.92,0.32636,1.16,3.16,0.06,0.98,0.2079
2012-11-30,0.9264,1.2052464,0.011223649139811,1.48474128,0.96614256,0.9328365723492096,0.7597406400000001,0.1391116316785296,0.1634813912859336,15.87,0.23,2.64,0.52452,1.92,0.31818,1.16,3.24,-0.125,1.06,0.192
2012-12-31,0.9155,1.2071783,0.0105667128347183,1.4887861,0.9514791499999998,0.9193613175336413,0.75684385,0.1406859882595199,0.1646049839979862,18.02,0.24,2.65,0.51848,1.87,0.30818,1.16,3.11,-0.076761,1.01,0.1855
2013-01-31,0.9093,1.23519312,0.0099616564417177,1.44178608,0.94867269,0.9100280224179343,0.76353921,0.1431224717863157,0.1662948061448427,14.28,0.23,2.66,0.51228,1.86,0.29182,1.16,3.0,-0.1,0.96,0.2049
2013-02-28,0.9336,1.22105544,0.0101082719792117,1.41832512,0.95609976,0.9076414544040444,0.77358096,0.1447038035896959,0.1631911062944641,15.51,0.22,2.66,0.50988,1.9005,0.26909,1.16,2.94,-0.014516,0.98,0.2234
2013-03-31,0.949,1.2162384,0.0100785896346644,1.4418157,0.9878141,0.9327698053862786,0.793364,0.1453737745098039,0.1623721041645279,12.7,0.21,2.64,0.50688,1.848947,0.25,1.16,3.05,-0.05,0.97,0.2061
2013-04-30,0.9298,1.22436064,0.0095344544708777,1.44481622,0.9643885599999998,0.9231532962668784,0.7977683999999999,0.1434500208278692,0.1612164927003502,13.52,0.2,2.65,0.50557,1.821429,0.22818,1.16,3.02,-0.075,0.95,0.2089
2013-05-31,0.9583,1.24464004,0.0095041158385401,1.45517855,0.92073464,0.927058140659766,0.76405259,0.1447124024101116,0.1634682633096225,16.3,0.2,2.64,0.50563,1.763684,0.22818,1.16,2.82,-0.021428,0.92,0.2012
2013-06-30,0.945,1.229445,0.0095252494708194,1.437345,0.8660924999999999,0.8988870921715971,0.7328475,0.1403785020351169,0.1551647702083641,16.86,0.19,2.64,0.50794,1.7335,0.22818,1.162,2.8,-0.075,0.92,0.2103
2013-07-31,0.9284,1.23310088,0.0094397559735638,1.40903268,0.83156788,0.9024982988237582,0.73817084,0.142209423442191,0.1572493224932249,13.45,0.14,2.64,0.50944,1.688261,0.228,1.167273,2.76,-0.08,0.93,0.2214
2013-08-31,0.9313,1.22894348,0.0094817756057829,1.44053484,0.8289501300000001,0.8824142505211295,0.71980177,0.140387108444632,0.1519720631190744,17.01,0.12,2.64,0.51262,1.723182,0.228,1.17,2.6,-0.051667,0.93,0.2259
2013-09-30,0.9041,1.22369935,0.0091982907722046,1.46274339,0.8446102200000001,0.8791326332166473,0.75248243,0.1410562446368671,0.1504200981615506,16.6,0.11,2.65,0.51688,1.713809,0.228,1.168,2.58,-0.051875,0.89,0.2232
2013-10-31,0.9056,1.2310726399999998,0.0092313965341488,1.45511808,0.85769376,0.8683478761146802,0.74956512,0.1399863970815556,0.1522630977200887,13.75,0.12,2.67,0.51663,1.685217,0.221,1.166818,2.58,0.000468,0.92,0.2258
2013-11-30,0.9047,1.23093482,0.0088306490971205,1.48126531,0.82553875,0.8537321883551947,0.7379637899999999,0.1381748759068346,0.1479234793982995,13.7,0.12,2.66,0.52344,1.663333,0.22,1.17,2.58,-0.015,0.92,0.2234
2013-12-31,0.8904,1.22688216,0.0084598574821852,1.47574896,0.79503816,0.8370781235310707,0.7327101599999999,0.1385750303483051,0.1467926208022157,13.72,0.14,2.73,0.52474,1.658947,0.22,1.169,2.6,-0.05,0.82,0.2735
2014-01-31,0.9052,1.22202,0.0088502150958154,1.489054,0.7914163599999999,0.8143216984526809,0.7323068,0.1383843943007399,0.1442136120316084,18.41,0.12,2.88,0.52093,1.649091,0.22,1.17,2.62,-0.051667,0.73,0.292
2014-02-28,0.881,1.2163086,0.0086304858934169,1.475675,0.7869973,0.7954853273137698,0.739159,0.1374222028108378,0.1469852180586606,14.0,0.13,2.93,0.52153,1.699,0.212,1.17,2.63,-0.051121,0.73,0.2881
2014-03-31,0.884,1.2178868,0.0085841911050689,1.47407,0.81991,0.7997828643807111,0.7676656,0.1365250965250965,0.1476039405576891,13.88,0.12,3.05,0.52157,1.707619,0.212,1.17,2.65,-0.0275,0.73,0.3053
2014-04-30,0.88,1.22056,0.0086156256119052,1.485704,0.816816,0.8032128514056226,0.75724,0.1352826330919768,0.1479911877974538,13.41,0.12,3.24,0.52665,1.752105,0.212,1.17,2.68,-0.056154,0.7,0.3297
2014-05-31,0.8944,1.2199616,0.0087884445317873,1.4993721599999998,0.83161312,0.8230422379681605,0.7588984,0.1337820656644978,0.1495577144959283,11.4,0.11,3.38,0.52744,1.819,0.21,1.177619,2.69,-0.029512,0.66,0.3246
2014-06-30,0.8868,1.2140292,0.0087559241706161,1.5168714,0.83598636,0.830648182840015,0.7763934,0.132607590393875,0.1446443425924415,11.57,0.11,3.52,0.54394,1.804,0.21,1.174286,2.7,0.02,0.58,0.2414
2014-07-31,0.9086,1.2166154,0.0088428223844282,1.53453454,0.84508886,0.8344200569381945,0.7714013999999999,0.1317613619884567,0.1445664280031821,16.95,0.13,3.67,0.55641,1.715217,0.21,1.17,2.65,0.05,0.26,0.205
2014-08-31,0.9174,1.206381,0.0088211538461538,1.5215079,0.85721856,0.8449069810278135,0.76758858,0.1315212248935529,0.1483409869995472,11.98,0.13,3.69,0.56119,1.722381,0.21,1.17,2.63,0.05,0.22,0.1916
2014-09-30,0.9554,1.20647912,0.0087123837315338,1.5496588000000002,0.8347329800000001,0.852502899973231,0.74406552,0.1324167371207606,0.1484208727532584,16.31,0.12,3.71,0.56291,1.700909,0.21,1.17,2.66,0.04,0.19,0.0971
2014-10-31,0.9623,1.2057619,0.0085850655723079,1.53958377,0.8459579300000001,0.8537083037615331,0.7486694,0.1300915223533547,0.1425819738928153,14.03,0.12,3.68,0.55836,1.625652,0.192,1.17,2.72,0.03,0.14,0.0826
2014-11-30,0.9658,1.20126204,0.0081364785172704,1.51031804,0.82324792,0.8452651846665499,0.7571872000000001,0.1295610646061386,0.1378493334475179,13.33,0.13,3.67,0.55628,1.659,0.182,1.175263,2.75,0.04,0.05,0.0809
2014-12-31,0.9934,1.20211334,0.0082886942010846,1.54751852,0.81190582,0.8563054909059564,0.77445464,0.1269601891494664,0.1327790846877673,19.2,0.15,3.67,0.55818,1.5345,0.179,1.188571,2.75,0.03,0.06,0.0809
2015-01-31,0.921,1.039809,0.007842302452316,1.3838946,0.7148802000000001,0.7242843661528783,0.6675408,0.1113233089977276,0.1188417765619758,20.97,0.16,3.67,0.5626,1.388095,0.173,1.122857,2.7,-0.65,0.11,0.0627
2015-02-28,0.9513,1.06517061,0.0079460407617774,1.46871207,0.7429653,0.7606748760594915,0.7188974100000001,0.1138531506193525,0.124159803704042,13.34,0.15,3.63,0.56363,1.38,0.171,0.8863158,2.36,-0.7,-0.02,0.0482
2015-03-31,0.9712,1.04316592,0.0080960320106702,1.442232,0.7405399999999999,0.7658701995110795,0.7269432,0.1125794037186442,0.1206264826798156,15.29,0.14,3.63,0.56436,1.38,0.17,0.8936363,2.3,-0.82,-0.11,0.0272
2015-04-30,0.941,1.0503442,0.0078508259636242,1.4423647999999998,0.7402846999999999,0.7766589633542422,0.7143130999999999,0.1123206569743846,0.1243393234672304,14.55,0.13,3.63,0.5695,1.47,0.17,0.8961905,2.25,-0.8,-0.26,0.0047
2015-05-31,0.9404,1.03387576,0.0075850943700596,1.43749544,0.72025236,0.7543718915450025,0.6687184399999999,0.1103173206639685,0.1208041621170274,13.84,0.15,3.53,0.56798,1.49,0.169,0.89,2.15,-0.8,-0.27,-0.0104
2015-06-30,0.9346,1.04245284,0.0076543816543816,1.46984542,0.72001584,0.7492984847270103,0.63347188,0.1126879438610029,0.1189451981571512,18.23,0.18,3.33,0.57188,1.35,0.169,0.89,2.15,-0.75,-0.32,-0.0139
2015-07-31,0.9636,1.06265808,0.0077747297079231,1.5064922399999998,0.70651152,0.7385605886410669,0.638385,0.1121443118999127,0.1184278445542364,12.12,0.19,3.13,0.58084,1.27,0.169,0.7404546,2.14,-0.775,-0.48,-0.0187
2015-08-31,0.9681,1.08369114,0.0079836714497773,1.48729203,0.6873509999999999,0.7321334039174165,0.6146466899999999,0.1142368281314531,0.1163260156447135,28.43,0.26,2.95,0.5867,1.2,0.169,0.61,2.14,-0.75,-0.46,-0.0277
2015-09-30,0.9773,1.09086226,0.0081570820465737,1.47728668,0.6860645999999999,0.7295461331740818,0.6244947,0.1164672514062351,0.1146271947829554,24.5,0.27,2.85,0.58576,1.16,0.169,0.6519048,2.17,-0.749231,-0.48,-0.037
2015-10-31,0.9858,1.0885203600000002,0.0081673570836785,1.5225681,0.70317114,0.7535545023696683,0.66699228,0.1160829938060808,0.1164656262183523,15.07,0.25,2.86,0.58006,1.11,0.169,0.7147619,2.15,-0.74,-0.44,-0.0536
2015-11-30,1.0282,1.08598484,0.008344424606395,1.54682408,0.7439027,0.7712271227122712,0.67593868,0.1179047313258262,0.1184043851769962,16.13,0.3,2.89,0.57371,1.15,0.169,0.7585,2.22,-0.5,-0.36,-0.0876
2015-12-31,1.0017,1.08774603,0.0083287602893489,1.47710682,0.7298386200000001,0.7238239757207892,0.6853631400000001,0.1185654258152335,0.1131327505590567,18.21,0.54,2.79,0.58277,1.14,0.169,0.8171428,2.34,-0.734616,-0.38,-0.1263
2016-01-31,1.0226,1.1076803199999998,0.0084477488641057,1.45045584,0.7230804599999999,0.7265880346738667,0.66151994,0.1193106908259342,0.117444384467848,20.2,0.57,2.73,0.58976,1.16,0.169,0.7965,2.3,-0.761746,-0.46,-0.1461
2016-02-29,0.996,1.0824528,0.0088219663418954,1.3870296,0.7123392,0.7365774293743529,0.6574596,0.1162071661085766,0.1145894453456666,20.55,0.54,2.62,0.59073,1.09,0.098,0.799,2.28,-1.15,-0.5,-0.1836
2016-03-31,0.9583,1.0915037,0.0085242839352428,1.37813123,0.7356869100000001,0.7389158763204565,0.6637185800000001,0.1183641708455818,0.1161294231701405,13.95,0.55,2.43,0.58825,1.02,0.098,0.8,2.31,-0.773334,-0.59,-0.2285
2016-04-30,0.9598,1.09810718,0.008978484565014,1.4037075,0.7305997599999999,0.7648418200653438,0.67032432,0.1195759153824112,0.1190183896928437,15.7,0.55,2.34,0.5889,0.98,0.06,0.8361905,2.26,-0.7675,-0.59,-0.2492
2016-05-31,0.9934,1.1061508999999998,0.0089697516930022,1.4434102,0.7194202799999999,0.7584943116744292,0.6724324599999999,0.1191698656429942,0.1187169865436554,14.19,0.57,2.38,0.58929,0.98,0.06,0.8366666,2.0,-0.75,-0.6,-0.2572
2016-06-30,0.9792,1.08025344,0.0095280723946677,1.29665664,0.72774144,0.752651806302844,0.6971904,0.1151620642611845,0.1166672623941094,15.63,0.55,2.37,0.57468,1.02,0.059,0.8277273,1.99,-0.78,-0.63,-0.2679
2016-07-31,0.969,1.0821792,0.0094702892885066,1.285863,0.7363431,0.7430981595092024,0.6992304,0.1133293568646714,0.1150148367952522,11.87,0.62,2.37,0.5136,1.01,0.058,0.8105,1.93,-0.77,-0.67,-0.2945
2016-08-31,0.983,1.0956518,0.0095086090152834,1.2905807,0.7391177,0.7491236092059137,0.7133631,0.1147171748999288,0.1178120280927155,13.42,0.73,2.24,0.40613,1.08,0.058,0.82,1.76,-0.75,-0.74,-0.2982
2016-09-30,0.9694,1.08941172,0.0095781049303428,1.2616741000000002,0.7432389800000001,0.7391536408692336,0.7066926,0.1130812122343279,0.1213312139379451,13.29,0.75,2.23,0.37907,1.09,0.056,0.8109524,1.73,-0.75,-0.75,-0.3016
2016-10-31,0.989,1.0841418,0.0094127724374226,1.2077668,0.7527279,0.7378945012310676,0.7077284,0.1096367244227166,0.119877334820184,17.06,0.72,2.15,0.3975,1.11,0.056,0.816,1.74,-0.8,-0.75,-0.309
2016-11-30,1.0187,1.07758086,0.0089093930383068,1.27143947,0.75251369,0.7588081936685288,0.7213414699999999,0.1100726109694428,0.1195334592774251,13.33,0.71,2.07,0.39773,1.1,0.056,0.82,1.76,-0.76,-0.79,-0.3127
2016-12-31,1.016,1.0720832,0.0087001198835417,1.2534392,0.734568,0.7567406524653657,0.7069328,0.111890576302545,0.1179927299754956,14.04,0.87,2.03,0.37226,1.16,0.056,0.823,1.78,-0.84,-0.79,-0.3158
2017-01-31,0.9888,1.0673107199999998,0.0087721788502484,1.2444048,0.74970816,0.7588641596316194,0.72469152,0.1129734361610968,0.1199359565280675,11.99,0.9,1.98,0.3621,1.08,0.056,0.872381,1.78,-0.83,-0.77,-0.3255
2017-02-28,1.0022,1.06413596,0.0089434231661609,1.24543394,0.7702909199999999,0.7565486525251001,0.72449038,0.1112344336167284,0.11978438332915,12.92,0.87,2.02,0.35674,1.02,0.056,0.8768421,1.78,-0.816667,-0.69,-0.3286
2017-03-31,0.9998,1.06958604,0.0089740597791939,1.25344926,0.7636472400000001,0.7505442534344269,0.6999599799999999,0.1118982864945326,0.1165865945239983,12.37,0.98,1.98,0.34567,0.96,0.056,0.8456522,1.79,-0.815833,-0.63,-0.3293
2017-04-30,0.9944,1.0833988,0.0089231873653984,1.28655472,0.743314,0.7274855512473479,0.6821584,0.112190443955548,0.1159974803443529,10.82,1.03,1.97,0.33513,0.98,0.056,0.8431579,1.77,-0.81,-0.63,-0.3304
2017-05-31,0.9684,1.08809424,0.0087471773100894,1.2497202,0.7201990800000001,0.7174396206845458,0.687564,0.1115822463935106,0.1147923803653347,10.41,1.05,1.98,0.31081,0.9,0.056,0.7977273,1.73,-0.815,-0.62,-0.3295
2017-06-30,0.9586,1.09385846,0.0085284697508896,1.2457007000000002,0.73582136,0.7384070251116931,0.70188692,0.1135781990521327,0.1144173499958224,11.18,1.16,1.95,0.29442,0.87,0.056,0.8286363,1.72,-0.82,-0.67,-0.33
2017-07-31,0.965,1.141209,0.0087425258198949,1.273414,0.7708419999999999,0.7726180944755804,0.7240395,0.1195016841688131,0.1222726236030511,10.26,1.22,1.96,0.2931,0.84,0.075,1.123,1.7,-0.75,-0.75,-0.3304
2017-08-31,0.961,1.1430134,0.0087316009449391,1.2385368,0.7622652,0.7678785457451058,0.6890369999999999,0.1208045254556882,0.123644223717561,10.59,1.25,1.95,0.28119,0.8,0.056,1.198636,1.7,-0.915,-0.73,-0.3291
2017-09-30,0.9688,1.14444344,0.0086008522727272,1.29838576,0.7595392,0.7744823726916621,0.6999580000000001,0.1188157668816993,0.1216642178100943,9.51,1.25,1.95,0.30911,0.8,0.056,1.321,1.72,-0.8775,-0.71,-0.3294
2017-10-31,0.9968,1.16107264,0.00877233125055,1.3238500800000002,0.7643462400000001,0.773072747014115,0.6828080000000001,0.1192173372243218,0.1221059852512433,10.18,1.26,1.94,0.38187,0.82,0.063,1.329048,1.7,-0.775,-0.68,-0.3295
2017-11-30,0.9838,1.17052524,0.008760463045414,1.32872028,0.74493336,0.7635827382800373,0.673903,0.1176808335027931,0.1186316005257509,11.28,1.32,1.93,0.51857,0.78,0.063,1.328095,1.72,-0.83,-0.71,-0.329
2017-12-31,0.9738,1.17070236,0.0086414056260537,1.31745402,0.7610247,0.7779819445554046,0.691398,0.1191454999265893,0.1190188098119018,11.04,1.54,1.88,0.51871,0.83,0.063,1.372105,1.77,-0.775,-0.75,-0.3279
2018-01-31,0.9321,1.15841388,0.008527124691245,1.3226499,0.75211149,0.7582363946961685,0.68714412,0.1183829506197927,0.121022085459432,13.54,1.63,1.88,0.5225,0.84,0.068,1.552727,1.79,-0.76,-0.69,-0.3285
2018-02-28,0.943,1.1514973,0.008844494466329,1.3007742,0.7356343,0.7363735748867718,0.6815061,0.1140348755653372,0.1196730881494454,19.85,1.78,1.91,0.54683,0.93,0.068,1.547895,1.77,-0.785,-0.66,-0.3285
2018-03-31,0.9532,1.1743424,0.0089755178907721,1.3370536400000002,0.7330108000000001,0.7394306105034522,0.6900214800000001,0.1139932312034346,0.1213989148984946,19.97,2.08,1.93,0.62842,1.07,0.097,1.59619,1.93,-0.775,-0.66,-0.3279
2018-04-30,0.9911,1.19665414,0.0090693631039531,1.36286161,0.74758673,0.773209549071618,0.6980317300000001,0.1131005363460002,0.1235292651311197,15.93,2.2,2.01,0.75629,1.14,0.097,1.639048,2.06,-0.77,-0.66,-0.3285
2018-05-31,0.9844,1.1487948,0.0090536190563781,1.30816916,0.7451908,0.7589822667694681,0.68947376,0.1115682341074201,0.1202702537599726,15.43,2.16,2.02,0.64355,1.07,0.078,1.65,1.96,-0.77,-0.7,-0.3252
2018-06-30,0.9922,1.15859194,0.0089621533736789,1.30940634,0.7341287799999999,0.7550989345509893,0.6720170599999999,0.110846711577348,0.1217752031223152,16.09,2.19,2.01,0.63868,1.01,0.078,1.65,2.07,-0.77048,-0.69,-0.322
2018-07-31,0.9895,1.1583087,0.0088442974615659,1.29871875,0.7359901000000001,0.7601597910424829,0.6740474000000001,0.1126274813330905,0.1214617140893133,12.83,2.17,1.94,0.74619,1.04,0.091,1.796191,2.02,-0.77,-0.67,-0.3207
2018-08-31,0.9698,1.12458008,0.0087385114435033,1.25724872,0.6974801599999999,0.741891064871481,0.64142572,0.105912675010375,0.1156285768790538,12.86,2.19,1.91,0.80519,1.04,0.091,1.842727,1.96,-0.835,-0.68,-0.319
2018-09-30,0.9758,1.1340747599999998,0.0085988720479379,1.27371174,0.70628404,0.7551462621885157,0.6474432999999999,0.1099121423744086,0.1199847529110873,12.12,2.24,1.9,0.80093,1.09,0.05,1.874737,1.93,-0.8,-0.73,-0.3188
2018-10-31,1.0057,1.13965924,0.0089110402268297,1.28518403,0.7130413,0.7660141671109758,0.6567221000000001,0.1099582340206861,0.1195838287752675,21.23,2.37,1.89,0.80618,1.09,0.05,2.013182,1.93,-0.8,-0.7,-0.3177
2018-11-30,0.9987,1.13082801,0.0087960190241324,1.27553964,0.73014957,0.751919891582593,0.6871056,0.1097689652898375,0.1163010061486864,18.07,2.56,1.98,0.87483,1.2,0.05,2.131905,1.94,-0.8,-0.73,-0.3164
2018-12-31,0.9832,1.12635392,0.0089626253418413,1.25485816,0.6927627199999999,0.7206097918498974,0.65982552,0.1109030613395898,0.1136397785457529,25.42,2.69,1.98,0.90444,1.28,0.05,2.192631,2.02,-0.78,-0.66,-0.3119
2019-01-31,0.9938,1.13829852,0.0091308342521131,1.3053563,0.7236851599999999,0.7563165905631659,0.6880077400000001,0.1098546399159896,0.1178060432200476,16.57,2.59,1.91,0.91822,1.26,0.03,2.142984,2.07,-0.77,-0.44,-0.308
2019-02-28,0.9974,1.1349414599999998,0.0089549290716466,1.32394876,0.7080542599999999,0.7575573446756797,0.67902992,0.1080126920869386,0.1166031471392831,14.7,2.49,1.9,0.87598,1.27,0.03,1.988763,1.96,-0.78,-0.4,-0.3084
2019-03-31,0.9962,1.11853336,0.0090007228044813,1.29824784,0.70770048,0.7456586826347305,0.6794084,0.107177054083422,0.115274242073594,13.71,2.48,1.88,0.84,1.34,0.05,1.862238,1.83,-0.78,-0.4,-0.3092
2019-04-30,1.02,1.142502,0.0091561938958707,1.32906,0.7180799999999999,0.7596633648618455,0.6803400000000001,0.1073221030923496,0.1180091167827475,13.12,2.47,1.81,0.82,1.4,0.05,1.863494,1.68,-0.77889,-0.3995,-0.3105
2019-05-31,1.0034,1.1186906600000002,0.0092343088533038,1.2662908000000002,0.6953562,0.7419951194261628,0.6547185,0.1054767160727425,0.1145970145844516,18.71,2.44,1.72,0.8,1.46,0.049,1.87211,1.54,-0.79,-0.3995,-0.3119
2019-06-30,0.9758,1.10987492,0.009048590504451,1.23965632,0.6839382199999999,0.7453976014055458,0.65485938,0.1050727368659079,0.1144150270853363,15.08,2.3,1.6,0.78,1.51,0.049,1.842199,1.29,-0.83,-0.3994,-0.3289
2019-07-31,0.9902,1.1020926,0.0091195431939583,1.2100244,0.68204976,0.753404854295062,0.65333396,0.1032221747333965,0.1127687682215743,16.12,2.22,1.55,0.77,1.57,0.049,1.839895,1.11,-0.75,-0.4,-0.3649
2019-08-31,0.9899,1.08780111,0.0093123236124176,1.20431234,0.6662027,0.7448457486832205,0.62353801,0.1007255003713992,0.1085511887007632,18.98,2.06,1.25,0.76,1.61,0.009,1.840029,0.98,-0.68,-0.4278,-0.4077
2019-09-30,0.9978,1.0881009,0.0092294884839515,1.2277929,0.67311588,0.753454655289587,0.62482236,0.1014983673593945,0.1098487350551555,16.24,2.03,1.15,0.77,1.7,0.009,1.832785,0.98,-0.72,-0.4094,-0.4176
2019-10-31,0.9868,1.1007753999999998,0.0091294291793875,1.27682052,0.67970784,0.7507608034083992,0.63293352,0.1024352772645172,0.1074734801455052,13.22,1.88,1.05,0.78,1.81,0.009,1.844795,0.88,-0.72,-0.4333,-0.4129
2019-11-30,1.0001,1.10201019,0.0091358363021832,1.29402939,0.6762676200000001,0.7524640734331502,0.64196419,0.1045036572622779,0.108522505317071,12.62,1.77,1.18,0.79,1.85,0.018,1.845125,0.91,-0.72,-0.4717,-0.4013
2019-12-31,0.9677,1.08643679,0.0089049415662096,1.28404113,0.6802931,0.7465668878259528,0.65271365,0.1035804120952635,0.1101875362945925,13.78,1.76,1.23,0.79,1.85,0.021,1.90931,0.9,-0.70579,-0.455,-0.3947
2020-01-31,0.9645,1.0688589000000002,0.0088894009216589,1.27265775,0.6461185500000001,0.7295763993948563,0.6236457,0.1001006714892115,0.1048540522911344,18.84,1.65,1.27,0.74,1.83,0.021,1.912474,0.89,-0.635,-0.1749,-0.3911
2020-02-29,0.9671,1.06390671,0.0089446910839807,1.23576038,0.6281314499999999,0.721124450078294,0.60269672,0.099904960641309,0.1023483718026055,40.11,1.59,1.18,0.75,1.75,0.021,1.802298,0.89,-0.66,-0.1499,-0.4088
